date,time,meter_ID,meter_value
2024-06-05,01:30,111-111-111,798.642
2024-06-05,01:30,333-333-333,782.281
2024-06-05,01:30,666-666-666,782.245
2024-06-05,02:00,111-111-111,799.182
2024-06-05,02:00,333-333-333,783.223
2024-06-05,02:00,666-666-666,782.494
2024-06-05,02:30,111-111-111,799.733
2024-06-05,02:30,333-333-333,783.269
2024-06-05,02:30,666-666-666,782.542
2024-06-05,03:00,111-111-111,799.796
2024-06-05,03:00,333-333-333,784.006
2024-06-05,03:00,666-666-666,782.933
2024-06-05,03:30,111-111-111,800.241
2024-06-05,03:30,333-333-333,784.526
2024-06-05,03:30,666-666-666,782.95
2024-06-05,04:00,111-111-111,801.209
2024-06-05,04:00,333-333-333,784.929
2024-06-05,04:00,666-666-666,783.849
2024-06-05,04:30,111-111-111,801.334
2024-06-05,04:30,333-333-333,785.917
2024-06-05,04:30,666-666-666,783.87
2024-06-05,05:00,111-111-111,801.616
2024-06-05,05:00,333-333-333,786.37
2024-06-05,05:00,666-666-666,784.696
2024-06-05,05:30,111-111-111,802.055
2024-06-05,05:30,333-333-333,787.234
2024-06-05,05:30,666-666-666,785.385
2024-06-05,06:00,111-111-111,802.7
2024-06-05,06:00,333-333-333,787.838
2024-06-05,06:00,666-666-666,786.12
2024-06-05,06:30,111-111-111,803.31
2024-06-05,06:30,333-333-333,788.44
2024-06-05,06:30,666-666-666,786.898
2024-06-05,07:00,111-111-111,803.718
2024-06-05,07:00,333-333-333,788.443
2024-06-05,07:00,666-666-666,787.894
2024-06-05,07:30,111-111-111,804.673
2024-06-05,07:30,333-333-333,789.12
2024-06-05,07:30,666-666-666,788.786
2024-06-05,08:00,111-111-111,805.181
2024-06-05,08:00,333-333-333,789.471
2024-06-05,08:00,666-666-666,788.942
2024-06-05,08:30,111-111-111,805.552
2024-06-05,08:30,333-333-333,790.114
2024-06-05,08:30,666-666-666,788.945
2024-06-05,09:00,111-111-111,805.948
2024-06-05,09:00,333-333-333,791.023
2024-06-05,09:00,666-666-666,789.691
2024-06-05,09:30,111-111-111,806.8
2024-06-05,09:30,333-333-333,791.591
2024-06-05,09:30,666-666-666,790.494
2024-06-05,10:00,111-111-111,807.665
2024-06-05,10:00,333-333-333,792.013
2024-06-05,10:00,666-666-666,791.412
2024-06-05,10:30,111-111-111,808.135
2024-06-05,10:30,333-333-333,792.608
2024-06-05,10:30,666-666-666,791.541
2024-06-05,11:00,111-111-111,808.547
2024-06-05,11:00,333-333-333,793.589
2024-06-05,11:00,666-666-666,792.475
2024-06-05,11:30,111-111-111,809.127
2024-06-05,11:30,333-333-333,793.983
2024-06-05,11:30,666-666-666,793.131
2024-06-05,12:00,111-111-111,809.462
2024-06-05,12:00,333-333-333,794.061
2024-06-05,12:00,666-666-666,793.484
2024-06-05,12:30,111-111-111,810.453
2024-06-05,12:30,333-333-333,795.06
2024-06-05,12:30,666-666-666,794.141
2024-06-05,13:00,111-111-111,810.475
2024-06-05,13:00,333-333-333,795.259
2024-06-05,13:00,666-666-666,794.492
2024-06-05,13:30,111-111-111,811.095
2024-06-05,13:30,333-333-333,796.22
2024-06-05,13:30,666-666-666,795.305
2024-06-05,14:00,111-111-111,812.081
2024-06-05,14:00,333-333-333,796.71
2024-06-05,14:00,666-666-666,795.658
2024-06-05,14:30,111-111-111,812.471
2024-06-05,14:30,333-333-333,797.103
2024-06-05,14:30,666-666-666,795.737
2024-06-05,15:00,111-111-111,813.173
2024-06-05,15:00,333-333-333,797.922
2024-06-05,15:00,666-666-666,796.109
2024-06-05,15:30,111-111-111,813.773
2024-06-05,15:30,333-333-333,798.415
2024-06-05,15:30,666-666-666,796.624
2024-06-05,16:00,111-111-111,813.776
2024-06-05,16:00,333-333-333,798.62
2024-06-05,16:00,666-666-666,796.768
2024-06-05,16:30,111-111-111,814.546
2024-06-05,16:30,333-333-333,798.853
2024-06-05,16:30,666-666-666,797.375
2024-06-05,17:00,111-111-111,815.427
2024-06-05,17:00,333-333-333,799.398
2024-06-05,17:00,666-666-666,797.945
2024-06-05,17:30,111-111-111,816.42
2024-06-05,17:30,333-333-333,800.282
2024-06-05,17:30,666-666-666,798.405
2024-06-05,18:00,111-111-111,816.837
2024-06-05,18:00,333-333-333,800.459
2024-06-05,18:00,666-666-666,798.577
2024-06-05,18:30,111-111-111,817.074
2024-06-05,18:30,333-333-333,800.864
2024-06-05,18:30,666-666-666,798.767
2024-06-05,19:00,111-111-111,817.346
2024-06-05,19:00,333-333-333,801.616
2024-06-05,19:00,666-666-666,799.135
2024-06-05,19:30,111-111-111,817.921
2024-06-05,19:30,333-333-333,802.4
2024-06-05,19:30,666-666-666,800.016
2024-06-05,20:00,111-111-111,818.03
2024-06-05,20:00,333-333-333,803.12
2024-06-05,20:00,666-666-666,800.997
2024-06-05,20:30,111-111-111,818.597
2024-06-05,20:30,333-333-333,803.738
2024-06-05,20:30,666-666-666,801.8
2024-06-05,21:00,111-111-111,818.829
2024-06-05,21:00,333-333-333,804.72
2024-06-05,21:00,666-666-666,802.578
2024-06-05,21:30,111-111-111,819.333
2024-06-05,21:30,333-333-333,805.374
2024-06-05,21:30,666-666-666,802.772
2024-06-05,22:00,111-111-111,819.626
2024-06-05,22:00,333-333-333,806.267
2024-06-05,22:00,666-666-666,802.831
2024-06-05,22:30,111-111-111,819.644
2024-06-05,22:30,333-333-333,806.32
2024-06-05,22:30,666-666-666,802.912
2024-06-05,23:00,111-111-111,819.698
2024-06-05,23:00,333-333-333,806.648
2024-06-05,23:00,666-666-666,803.513
2024-06-05,23:30,111-111-111,820.144
2024-06-05,23:30,333-333-333,807.478
2024-06-05,23:30,666-666-666,804.014
