date,time,meter_ID,meter_value
2024-07-25,01:30,111-111-111,1936.501
2024-07-25,01:30,333-333-333,1918.993
2024-07-25,01:30,666-666-666,1908.444
2024-07-25,02:00,111-111-111,1936.907
2024-07-25,02:00,333-333-333,1919.078
2024-07-25,02:00,666-666-666,1909.318
2024-07-25,02:30,111-111-111,1937.241
2024-07-25,02:30,333-333-333,1919.154
2024-07-25,02:30,666-666-666,1910.082
2024-07-25,03:00,111-111-111,1937.901
2024-07-25,03:00,333-333-333,1919.317
2024-07-25,03:00,666-666-666,1910.642
2024-07-25,03:30,111-111-111,1938.406
2024-07-25,03:30,333-333-333,1919.927
2024-07-25,03:30,666-666-666,1910.835
2024-07-25,04:00,111-111-111,1938.741
2024-07-25,04:00,333-333-333,1920.061
2024-07-25,04:00,666-666-666,1911.551
2024-07-25,04:30,111-111-111,1939.001
2024-07-25,04:30,333-333-333,1920.565
2024-07-25,04:30,666-666-666,1912.3
2024-07-25,05:00,111-111-111,1939.791
2024-07-25,05:00,333-333-333,1920.726
2024-07-25,05:00,666-666-666,1912.801
2024-07-25,05:30,111-111-111,1940.264
2024-07-25,05:30,333-333-333,1921.292
2024-07-25,05:30,666-666-666,1913.071
2024-07-25,06:00,111-111-111,1941.07
2024-07-25,06:00,333-333-333,1922.097
2024-07-25,06:00,666-666-666,1913.37
2024-07-25,06:30,111-111-111,1941.325
2024-07-25,06:30,333-333-333,1922.512
2024-07-25,06:30,666-666-666,1914.163
2024-07-25,07:00,111-111-111,1942.272
2024-07-25,07:00,333-333-333,1923.459
2024-07-25,07:00,666-666-666,1914.97
2024-07-25,07:30,111-111-111,1942.708
2024-07-25,07:30,333-333-333,1924.309
2024-07-25,07:30,666-666-666,1915.786
2024-07-25,08:00,111-111-111,1943.309
2024-07-25,08:00,333-333-333,1925.068
2024-07-25,08:00,666-666-666,1916.383
2024-07-25,08:30,111-111-111,1944.253
2024-07-25,08:30,333-333-333,1925.102
2024-07-25,08:30,666-666-666,1916.394
2024-07-25,09:00,111-111-111,1944.817
2024-07-25,09:00,333-333-333,1925.463
2024-07-25,09:00,666-666-666,1917.068
2024-07-25,09:30,111-111-111,1945.792
2024-07-25,09:30,333-333-333,1926.377
2024-07-25,09:30,666-666-666,1917.4
2024-07-25,10:00,111-111-111,1945.814
2024-07-25,10:00,333-333-333,1927.042
2024-07-25,10:00,666-666-666,1918.039
2024-07-25,10:30,111-111-111,1945.848
2024-07-25,10:30,333-333-333,1927.167
2024-07-25,10:30,666-666-666,1918.924
2024-07-25,11:00,111-111-111,1946.236
2024-07-25,11:00,333-333-333,1927.315
2024-07-25,11:00,666-666-666,1919.227
2024-07-25,11:30,111-111-111,1946.871
2024-07-25,11:30,333-333-333,1928.189
2024-07-25,11:30,666-666-666,1919.758
2024-07-25,12:00,111-111-111,1947.239
2024-07-25,12:00,333-333-333,1929.114
2024-07-25,12:00,666-666-666,1919.872
2024-07-25,12:30,111-111-111,1947.366
2024-07-25,12:30,333-333-333,1929.733
2024-07-25,12:30,666-666-666,1920.493
2024-07-25,13:00,111-111-111,1947.967
2024-07-25,13:00,333-333-333,1929.818
2024-07-25,13:00,666-666-666,1920.582
2024-07-25,13:30,111-111-111,1948.925
2024-07-25,13:30,333-333-333,1930.675
2024-07-25,13:30,666-666-666,1920.978
2024-07-25,14:00,111-111-111,1948.975
2024-07-25,14:00,333-333-333,1930.957
2024-07-25,14:00,666-666-666,1921.427
2024-07-25,14:30,111-111-111,1949.955
2024-07-25,14:30,333-333-333,1931.435
2024-07-25,14:30,666-666-666,1922.359
2024-07-25,15:00,111-111-111,1950.659
2024-07-25,15:00,333-333-333,1931.566
2024-07-25,15:00,666-666-666,1923.335
2024-07-25,15:30,111-111-111,1951.102
2024-07-25,15:30,333-333-333,1932.244
2024-07-25,15:30,666-666-666,1923.416
2024-07-25,16:00,111-111-111,1951.71
2024-07-25,16:00,333-333-333,1933.009
2024-07-25,16:00,666-666-666,1923.521
2024-07-25,16:30,111-111-111,1952.048
2024-07-25,16:30,333-333-333,1933.143
2024-07-25,16:30,666-666-666,1924.485
2024-07-25,17:00,111-111-111,1952.472
2024-07-25,17:00,333-333-333,1934.104
2024-07-25,17:00,666-666-666,1924.96
2024-07-25,17:30,111-111-111,1952.786
2024-07-25,17:30,333-333-333,1934.769
2024-07-25,17:30,666-666-666,1925.072
2024-07-25,18:00,111-111-111,1953.504
2024-07-25,18:00,333-333-333,1935.475
2024-07-25,18:00,666-666-666,1925.494
2024-07-25,18:30,111-111-111,1953.747
2024-07-25,18:30,333-333-333,1936.435
2024-07-25,18:30,666-666-666,1925.545
2024-07-25,19:00,111-111-111,1954.378
2024-07-25,19:00,333-333-333,1937.21
2024-07-25,19:00,666-666-666,1926.231
2024-07-25,19:30,111-111-111,1955.274
2024-07-25,19:30,333-333-333,1937.327
2024-07-25,19:30,666-666-666,1926.899
2024-07-25,20:00,111-111-111,1955.834
2024-07-25,20:00,333-333-333,1938.178
2024-07-25,20:00,666-666-666,1927.898
2024-07-25,20:30,111-111-111,1955.988
2024-07-25,20:30,333-333-333,1938.247
2024-07-25,20:30,666-666-666,1928.429
2024-07-25,21:00,111-111-111,1956.684
2024-07-25,21:00,333-333-333,1938.348
2024-07-25,21:00,666-666-666,1929.268
2024-07-25,21:30,111-111-111,1957.395
2024-07-25,21:30,333-333-333,1938.881
2024-07-25,21:30,666-666-666,1929.301
2024-07-25,22:00,111-111-111,1957.513
2024-07-25,22:00,333-333-333,1938.987
2024-07-25,22:00,666-666-666,1930.08
2024-07-25,22:30,111-111-111,1957.841
2024-07-25,22:30,333-333-333,1939.314
2024-07-25,22:30,666-666-666,1930.156
2024-07-25,23:00,111-111-111,1958.546
2024-07-25,23:00,333-333-333,1939.806
2024-07-25,23:00,666-666-666,1930.581
2024-07-25,23:30,111-111-111,1958.714
2024-07-25,23:30,333-333-333,1940.427
2024-07-25,23:30,666-666-666,1931.014
