date,time,meter_ID,meter_value
2024-07-03,01:30,111-111-111,1443.044
2024-07-03,01:30,333-333-333,1424.808
2024-07-03,01:30,666-666-666,1403.037
2024-07-03,02:00,111-111-111,1443.238
2024-07-03,02:00,333-333-333,1425.625
2024-07-03,02:00,666-666-666,1403.785
2024-07-03,02:30,111-111-111,1443.477
2024-07-03,02:30,333-333-333,1425.799
2024-07-03,02:30,666-666-666,1404.49
2024-07-03,03:00,111-111-111,1443.731
2024-07-03,03:00,333-333-333,1426.23
2024-07-03,03:00,666-666-666,1405.193
2024-07-03,03:30,111-111-111,1443.895
2024-07-03,03:30,333-333-333,1426.581
2024-07-03,03:30,666-666-666,1405.966
2024-07-03,04:00,111-111-111,1444.334
2024-07-03,04:00,333-333-333,1426.993
2024-07-03,04:00,666-666-666,1406.889
2024-07-03,04:30,111-111-111,1445.304
2024-07-03,04:30,333-333-333,1427.182
2024-07-03,04:30,666-666-666,1407.277
2024-07-03,05:00,111-111-111,1446.176
2024-07-03,05:00,333-333-333,1427.451
2024-07-03,05:00,666-666-666,1407.502
2024-07-03,05:30,111-111-111,1447.133
2024-07-03,05:30,333-333-333,1427.833
2024-07-03,05:30,666-666-666,1408.087
2024-07-03,06:00,111-111-111,1447.336
2024-07-03,06:00,333-333-333,1428.073
2024-07-03,06:00,666-666-666,1408.79
2024-07-03,06:30,111-111-111,1447.605
2024-07-03,06:30,333-333-333,1428.555
2024-07-03,06:30,666-666-666,1409.749
2024-07-03,07:00,111-111-111,1448.044
2024-07-03,07:00,333-333-333,1429.553
2024-07-03,07:00,666-666-666,1410.739
2024-07-03,07:30,111-111-111,1448.994
2024-07-03,07:30,333-333-333,1430.024
2024-07-03,07:30,666-666-666,1411.525
2024-07-03,08:00,111-111-111,1449.097
2024-07-03,08:00,333-333-333,1430.109
2024-07-03,08:00,666-666-666,1412.044
2024-07-03,08:30,111-111-111,1449.89
2024-07-03,08:30,333-333-333,1430.849
2024-07-03,08:30,666-666-666,1413.01
2024-07-03,09:00,111-111-111,1450.101
2024-07-03,09:00,333-333-333,1431.171
2024-07-03,09:00,666-666-666,1413.337
2024-07-03,09:30,111-111-111,1450.607
2024-07-03,09:30,333-333-333,1431.959
2024-07-03,09:30,666-666-666,1413.728
2024-07-03,10:00,111-111-111,1451.3
2024-07-03,10:00,333-333-333,1432.59
2024-07-03,10:00,666-666-666,1414.649
2024-07-03,10:30,111-111-111,1452.201
2024-07-03,10:30,333-333-333,1432.787
2024-07-03,10:30,666-666-666,1415.502
2024-07-03,11:00,111-111-111,1453.032
2024-07-03,11:00,333-333-333,1433.207
2024-07-03,11:00,666-666-666,1416.378
2024-07-03,11:30,111-111-111,1453.053
2024-07-03,11:30,333-333-333,1433.752
2024-07-03,11:30,666-666-666,1417.299
2024-07-03,12:00,111-111-111,1453.898
2024-07-03,12:00,333-333-333,1434.394
2024-07-03,12:00,666-666-666,1418.294
2024-07-03,12:30,111-111-111,1454.004
2024-07-03,12:30,333-333-333,1435.191
2024-07-03,12:30,666-666-666,1418.62
2024-07-03,13:00,111-111-111,1454.856
2024-07-03,13:00,333-333-333,1436.021
2024-07-03,13:00,666-666-666,1418.677
2024-07-03,13:30,111-111-111,1455.141
2024-07-03,13:30,333-333-333,1436.896
2024-07-03,13:30,666-666-666,1419.357
2024-07-03,14:00,111-111-111,1455.329
2024-07-03,14:00,333-333-333,1437.308
2024-07-03,14:00,666-666-666,1419.504
2024-07-03,14:30,111-111-111,1456.291
2024-07-03,14:30,333-333-333,1438.054
2024-07-03,14:30,666-666-666,1419.793
2024-07-03,15:00,111-111-111,1457.212
2024-07-03,15:00,333-333-333,1438.363
2024-07-03,15:00,666-666-666,1420.684
2024-07-03,15:30,111-111-111,1457.405
2024-07-03,15:30,333-333-333,1438.956
2024-07-03,15:30,666-666-666,1421.335
2024-07-03,16:00,111-111-111,1458.013
2024-07-03,16:00,333-333-333,1439.838
2024-07-03,16:00,666-666-666,1421.732
2024-07-03,16:30,111-111-111,1458.812
2024-07-03,16:30,333-333-333,1440.498
2024-07-03,16:30,666-666-666,1422.689
2024-07-03,17:00,111-111-111,1459.06
2024-07-03,17:00,333-333-333,1441.451
2024-07-03,17:00,666-666-666,1423.414
