date,time,meter_ID,meter_value
2024-07-16,01:30,111-111-111,1734.6
2024-07-16,01:30,333-333-333,1721.287
2024-07-16,01:30,666-666-666,1709.508
2024-07-16,02:00,111-111-111,1735.467
2024-07-16,02:00,333-333-333,1721.439
2024-07-16,02:00,666-666-666,1709.664
2024-07-16,02:30,111-111-111,1735.621
2024-07-16,02:30,333-333-333,1721.496
2024-07-16,02:30,666-666-666,1710.55
2024-07-16,03:00,111-111-111,1735.988
2024-07-16,03:00,333-333-333,1721.508
2024-07-16,03:00,666-666-666,1711.213
2024-07-16,03:30,111-111-111,1736.876
2024-07-16,03:30,333-333-333,1722.315
2024-07-16,03:30,666-666-666,1711.932
2024-07-16,04:00,111-111-111,1737.256
2024-07-16,04:00,333-333-333,1722.348
2024-07-16,04:00,666-666-666,1712.085
2024-07-16,04:30,111-111-111,1738.218
2024-07-16,04:30,333-333-333,1723.18
2024-07-16,04:30,666-666-666,1712.201
2024-07-16,05:00,111-111-111,1739.084
2024-07-16,05:00,333-333-333,1723.283
2024-07-16,05:00,666-666-666,1712.288
2024-07-16,05:30,111-111-111,1739.666
2024-07-16,05:30,333-333-333,1723.381
2024-07-16,05:30,666-666-666,1713.221
2024-07-16,06:00,111-111-111,1740.078
2024-07-16,06:00,333-333-333,1724.289
2024-07-16,06:00,666-666-666,1713.78
2024-07-16,06:30,111-111-111,1740.59
2024-07-16,06:30,333-333-333,1724.603
2024-07-16,06:30,666-666-666,1714.54
2024-07-16,07:00,111-111-111,1740.978
2024-07-16,07:00,333-333-333,1725.09
2024-07-16,07:00,666-666-666,1715.081
2024-07-16,07:30,111-111-111,1741.237
2024-07-16,07:30,333-333-333,1725.392
2024-07-16,07:30,666-666-666,1715.241
2024-07-16,08:00,111-111-111,1741.685
2024-07-16,08:00,333-333-333,1726.352
2024-07-16,08:00,666-666-666,1715.452
2024-07-16,08:30,111-111-111,1741.89
2024-07-16,08:30,333-333-333,1727.211
2024-07-16,08:30,666-666-666,1715.747
2024-07-16,09:00,111-111-111,1742.171
2024-07-16,09:00,333-333-333,1727.62
2024-07-16,09:00,666-666-666,1716.486
2024-07-16,09:30,111-111-111,1743.003
2024-07-16,09:30,333-333-333,1727.718
2024-07-16,09:30,666-666-666,1716.859
2024-07-16,10:00,111-111-111,1743.663
2024-07-16,10:00,333-333-333,1728.394
2024-07-16,10:00,666-666-666,1717.004
2024-07-16,10:30,111-111-111,1743.935
2024-07-16,10:30,333-333-333,1729.345
2024-07-16,10:30,666-666-666,1717.322
2024-07-16,11:00,111-111-111,1744.616
2024-07-16,11:00,333-333-333,1729.556
2024-07-16,11:00,666-666-666,1717.974
2024-07-16,11:30,111-111-111,1745.275
2024-07-16,11:30,333-333-333,1730.017
2024-07-16,11:30,666-666-666,1718.049
2024-07-16,12:00,111-111-111,1745.749
2024-07-16,12:00,333-333-333,1730.965
2024-07-16,12:00,666-666-666,1718.941
2024-07-16,12:30,111-111-111,1746.24
2024-07-16,12:30,333-333-333,1731.794
2024-07-16,12:30,666-666-666,1718.994
2024-07-16,13:00,111-111-111,1746.825
2024-07-16,13:00,333-333-333,1732.174
2024-07-16,13:00,666-666-666,1719.086
2024-07-16,13:30,111-111-111,1747.318
2024-07-16,13:30,333-333-333,1732.963
2024-07-16,13:30,666-666-666,1719.807
2024-07-16,14:00,111-111-111,1748.166
2024-07-16,14:00,333-333-333,1733.156
2024-07-16,14:00,666-666-666,1720.429
2024-07-16,14:30,111-111-111,1748.273
2024-07-16,14:30,333-333-333,1733.767
2024-07-16,14:30,666-666-666,1720.5
2024-07-16,15:00,111-111-111,1748.845
2024-07-16,15:00,333-333-333,1734.266
2024-07-16,15:00,666-666-666,1720.564
2024-07-16,15:30,111-111-111,1748.897
2024-07-16,15:30,333-333-333,1734.277
2024-07-16,15:30,666-666-666,1721.313
2024-07-16,16:00,111-111-111,1748.919
2024-07-16,16:00,333-333-333,1734.526
2024-07-16,16:00,666-666-666,1721.768
2024-07-16,16:30,111-111-111,1749.454
2024-07-16,16:30,333-333-333,1735.518
2024-07-16,16:30,666-666-666,1722.751
2024-07-16,17:00,111-111-111,1750.408
2024-07-16,17:00,333-333-333,1736.16
2024-07-16,17:00,666-666-666,1723.396
2024-07-16,17:30,111-111-111,1750.625
2024-07-16,17:30,333-333-333,1736.252
2024-07-16,17:30,666-666-666,1723.848
2024-07-16,18:00,111-111-111,1751.068
2024-07-16,18:00,333-333-333,1736.424
2024-07-16,18:00,666-666-666,1724.344
2024-07-16,18:30,111-111-111,1751.84
2024-07-16,18:30,333-333-333,1736.713
2024-07-16,18:30,666-666-666,1724.534
2024-07-16,19:00,111-111-111,1751.882
2024-07-16,19:00,333-333-333,1736.877
2024-07-16,19:00,666-666-666,1724.537
2024-07-16,19:30,111-111-111,1752.115
2024-07-16,19:30,333-333-333,1737.278
2024-07-16,19:30,666-666-666,1724.846
2024-07-16,20:00,111-111-111,1752.963
2024-07-16,20:00,333-333-333,1737.901
2024-07-16,20:00,666-666-666,1725.209
2024-07-16,20:30,111-111-111,1753.68
2024-07-16,20:30,333-333-333,1738.442
2024-07-16,20:30,666-666-666,1725.58
2024-07-16,21:00,111-111-111,1754.55
2024-07-16,21:00,333-333-333,1738.609
2024-07-16,21:00,666-666-666,1726.086
2024-07-16,21:30,111-111-111,1755.14
2024-07-16,21:30,333-333-333,1738.807
2024-07-16,21:30,666-666-666,1727.074
2024-07-16,22:00,111-111-111,1755.214
2024-07-16,22:00,333-333-333,1738.876
2024-07-16,22:00,666-666-666,1727.827
2024-07-16,22:30,111-111-111,1755.687
2024-07-16,22:30,333-333-333,1739.617
2024-07-16,22:30,666-666-666,1728.545
2024-07-16,23:00,111-111-111,1756.039
2024-07-16,23:00,333-333-333,1739.772
2024-07-16,23:00,666-666-666,1728.83
2024-07-16,23:30,111-111-111,1756.97
2024-07-16,23:30,333-333-333,1740.507
2024-07-16,23:30,666-666-666,1728.875
