date,time,meter_ID,meter_value
2024-07-29,01:30,111-111-111,2030.691
2024-07-29,01:30,333-333-333,2013.13
2024-07-29,01:30,666-666-666,2000.157
2024-07-29,02:00,111-111-111,2031.503
2024-07-29,02:00,333-333-333,2014.116
2024-07-29,02:00,666-666-666,2000.968
2024-07-29,02:30,111-111-111,2032.384
2024-07-29,02:30,333-333-333,2014.387
2024-07-29,02:30,666-666-666,2001.79
2024-07-29,03:00,111-111-111,2033.365
2024-07-29,03:00,333-333-333,2015.302
2024-07-29,03:00,666-666-666,2002.152
2024-07-29,03:30,111-111-111,2034.344
2024-07-29,03:30,333-333-333,2016.111
2024-07-29,03:30,666-666-666,2002.993
2024-07-29,04:00,111-111-111,2034.596
2024-07-29,04:00,333-333-333,2017.071
2024-07-29,04:00,666-666-666,2003.76
2024-07-29,04:30,111-111-111,2035.252
2024-07-29,04:30,333-333-333,2017.621
2024-07-29,04:30,666-666-666,2003.877
2024-07-29,05:00,111-111-111,2035.846
2024-07-29,05:00,333-333-333,2018.535
2024-07-29,05:00,666-666-666,2004.755
2024-07-29,05:30,111-111-111,2036.759
2024-07-29,05:30,333-333-333,2019.119
2024-07-29,05:30,666-666-666,2005.219
2024-07-29,06:00,111-111-111,2037.101
2024-07-29,06:00,333-333-333,2019.955
2024-07-29,06:00,666-666-666,2005.799
2024-07-29,06:30,111-111-111,2037.18
2024-07-29,06:30,333-333-333,2020.671
2024-07-29,06:30,666-666-666,2006.097
2024-07-29,07:00,111-111-111,2037.189
2024-07-29,07:00,333-333-333,2020.871
2024-07-29,07:00,666-666-666,2006.286
2024-07-29,07:30,111-111-111,2037.97
2024-07-29,07:30,333-333-333,2021.528
2024-07-29,07:30,666-666-666,2007.225
2024-07-29,08:00,111-111-111,2038.185
2024-07-29,08:00,333-333-333,2022.45
2024-07-29,08:00,666-666-666,2007.78
2024-07-29,08:30,111-111-111,2038.454
2024-07-29,08:30,333-333-333,2022.952
2024-07-29,08:30,666-666-666,2007.854
2024-07-29,09:00,111-111-111,2038.546
2024-07-29,09:00,333-333-333,2023.868
2024-07-29,09:00,666-666-666,2008.724
2024-07-29,09:30,111-111-111,2038.872
2024-07-29,09:30,333-333-333,2024.762
2024-07-29,09:30,666-666-666,2009.229
2024-07-29,10:00,111-111-111,2039.216
2024-07-29,10:00,333-333-333,2025.422
2024-07-29,10:00,666-666-666,2009.516
2024-07-29,10:30,111-111-111,2039.507
2024-07-29,10:30,333-333-333,2025.455
2024-07-29,10:30,666-666-666,2009.611
2024-07-29,11:00,111-111-111,2039.888
2024-07-29,11:00,333-333-333,2025.775
2024-07-29,11:00,666-666-666,2010.458
2024-07-29,11:30,111-111-111,2040.774
2024-07-29,11:30,333-333-333,2026.123
2024-07-29,11:30,666-666-666,2010.497
2024-07-29,12:00,111-111-111,2041.491
2024-07-29,12:00,333-333-333,2026.878
2024-07-29,12:00,666-666-666,2011.217
2024-07-29,12:30,111-111-111,2042.328
2024-07-29,12:30,333-333-333,2027.078
2024-07-29,12:30,666-666-666,2011.357
2024-07-29,13:00,111-111-111,2043.049
2024-07-29,13:00,333-333-333,2027.878
2024-07-29,13:00,666-666-666,2011.681
2024-07-29,13:30,111-111-111,2043.691
2024-07-29,13:30,333-333-333,2027.911
2024-07-29,13:30,666-666-666,2012.301
2024-07-29,14:00,111-111-111,2043.8
2024-07-29,14:00,333-333-333,2028.029
2024-07-29,14:00,666-666-666,2013.127
2024-07-29,14:30,111-111-111,2043.993
2024-07-29,14:30,333-333-333,2028.825
2024-07-29,14:30,666-666-666,2013.178
2024-07-29,15:00,111-111-111,2044.075
2024-07-29,15:00,333-333-333,2029.297
2024-07-29,15:00,666-666-666,2013.911
2024-07-29,15:30,111-111-111,2044.421
2024-07-29,15:30,333-333-333,2029.713
2024-07-29,15:30,666-666-666,2014.073
2024-07-29,16:00,111-111-111,2044.495
2024-07-29,16:00,333-333-333,2030.62
2024-07-29,16:00,666-666-666,2014.697
2024-07-29,16:30,111-111-111,2044.771
2024-07-29,16:30,333-333-333,2031.21
2024-07-29,16:30,666-666-666,2015.384
2024-07-29,17:00,111-111-111,2045.646
2024-07-29,17:00,333-333-333,2031.821
2024-07-29,17:00,666-666-666,2015.403
2024-07-29,17:30,111-111-111,2046.394
2024-07-29,17:30,333-333-333,2032.024
2024-07-29,17:30,666-666-666,2016.316
2024-07-29,18:00,111-111-111,2046.573
2024-07-29,18:00,333-333-333,2032.348
2024-07-29,18:00,666-666-666,2016.383
2024-07-29,18:30,111-111-111,2046.679
2024-07-29,18:30,333-333-333,2032.861
2024-07-29,18:30,666-666-666,2017.14
2024-07-29,19:00,111-111-111,2047.39
2024-07-29,19:00,333-333-333,2033.283
2024-07-29,19:00,666-666-666,2017.785
2024-07-29,19:30,111-111-111,2047.856
2024-07-29,19:30,333-333-333,2033.987
2024-07-29,19:30,666-666-666,2017.918
2024-07-29,20:00,111-111-111,2048.768
2024-07-29,20:00,333-333-333,2034.73
2024-07-29,20:00,666-666-666,2018.036
2024-07-29,20:30,111-111-111,2048.816
2024-07-29,20:30,333-333-333,2034.961
2024-07-29,20:30,666-666-666,2018.612
2024-07-29,21:00,111-111-111,2049.12
2024-07-29,21:00,333-333-333,2035.858
2024-07-29,21:00,666-666-666,2018.652
2024-07-29,21:30,111-111-111,2049.674
2024-07-29,21:30,333-333-333,2036.603
2024-07-29,21:30,666-666-666,2019.158
2024-07-29,22:00,111-111-111,2050.646
2024-07-29,22:00,333-333-333,2036.904
2024-07-29,22:00,666-666-666,2019.243
2024-07-29,22:30,111-111-111,2050.752
2024-07-29,22:30,333-333-333,2037.767
2024-07-29,22:30,666-666-666,2019.61
2024-07-29,23:00,111-111-111,2051.149
2024-07-29,23:00,333-333-333,2038.392
2024-07-29,23:00,666-666-666,2020.296
2024-07-29,23:30,111-111-111,2051.809
2024-07-29,23:30,333-333-333,2038.535
2024-07-29,23:30,666-666-666,2020.312
