date,time,meter_ID,meter_value
2024-07-30,01:30,111-111-111,2052.581
2024-07-30,01:30,333-333-333,2039.093
2024-07-30,01:30,666-666-666,2020.645
2024-07-30,02:00,111-111-111,2053.101
2024-07-30,02:00,333-333-333,2039.715
2024-07-30,02:00,666-666-666,2020.829
2024-07-30,02:30,111-111-111,2053.356
2024-07-30,02:30,333-333-333,2039.738
2024-07-30,02:30,666-666-666,2021.808
2024-07-30,03:00,111-111-111,2053.584
2024-07-30,03:00,333-333-333,2040.049
2024-07-30,03:00,666-666-666,2022.637
2024-07-30,03:30,111-111-111,2054.225
2024-07-30,03:30,333-333-333,2040.336
2024-07-30,03:30,666-666-666,2022.89
2024-07-30,04:00,111-111-111,2055.003
2024-07-30,04:00,333-333-333,2040.847
2024-07-30,04:00,666-666-666,2023.119
2024-07-30,04:30,111-111-111,2055.383
2024-07-30,04:30,333-333-333,2041.147
2024-07-30,04:30,666-666-666,2023.628
2024-07-30,05:00,111-111-111,2055.861
2024-07-30,05:00,333-333-333,2041.856
2024-07-30,05:00,666-666-666,2024.258
2024-07-30,05:30,111-111-111,2056.336
2024-07-30,05:30,333-333-333,2042.277
2024-07-30,05:30,666-666-666,2024.491
2024-07-30,06:00,111-111-111,2057.325
2024-07-30,06:00,333-333-333,2043.249
2024-07-30,06:00,666-666-666,2024.558
2024-07-30,06:30,111-111-111,2058.094
2024-07-30,06:30,333-333-333,2043.424
2024-07-30,06:30,666-666-666,2025.036
2024-07-30,07:00,111-111-111,2058.608
2024-07-30,07:00,333-333-333,2043.483
2024-07-30,07:00,666-666-666,2025.075
2024-07-30,07:30,111-111-111,2058.697
2024-07-30,07:30,333-333-333,2043.99
2024-07-30,07:30,666-666-666,2025.303
2024-07-30,08:00,111-111-111,2059.142
2024-07-30,08:00,333-333-333,2044.956
2024-07-30,08:00,666-666-666,2025.628
2024-07-30,08:30,111-111-111,2059.59
2024-07-30,08:30,333-333-333,2045.658
2024-07-30,08:30,666-666-666,2026.07
2024-07-30,09:00,111-111-111,2060.232
2024-07-30,09:00,333-333-333,2046.217
2024-07-30,09:00,666-666-666,2026.502
2024-07-30,09:30,111-111-111,2060.827
2024-07-30,09:30,333-333-333,2046.65
2024-07-30,09:30,666-666-666,2027.19
2024-07-30,10:00,111-111-111,2061.345
2024-07-30,10:00,333-333-333,2046.685
2024-07-30,10:00,666-666-666,2028.027
2024-07-30,10:30,111-111-111,2061.47
2024-07-30,10:30,333-333-333,2047.542
2024-07-30,10:30,666-666-666,2028.551
2024-07-30,11:00,111-111-111,2062.327
2024-07-30,11:00,333-333-333,2048.385
2024-07-30,11:00,666-666-666,2028.556
2024-07-30,11:30,111-111-111,2062.673
2024-07-30,11:30,333-333-333,2048.454
2024-07-30,11:30,666-666-666,2029.059
2024-07-30,12:00,111-111-111,2063.184
2024-07-30,12:00,333-333-333,2048.552
2024-07-30,12:00,666-666-666,2029.815
2024-07-30,12:30,111-111-111,2063.548
2024-07-30,12:30,333-333-333,2049.532
2024-07-30,12:30,666-666-666,2030.732
2024-07-30,13:00,111-111-111,2063.576
2024-07-30,13:00,333-333-333,2049.625
2024-07-30,13:00,666-666-666,2031.523
2024-07-30,13:30,111-111-111,2063.948
2024-07-30,13:30,333-333-333,2050.471
2024-07-30,13:30,666-666-666,2032.431
2024-07-30,14:00,111-111-111,2064.472
2024-07-30,14:00,333-333-333,2051.018
2024-07-30,14:00,666-666-666,2032.821
2024-07-30,14:30,111-111-111,2064.687
2024-07-30,14:30,333-333-333,2051.645
2024-07-30,14:30,666-666-666,2033.734
2024-07-30,15:00,111-111-111,2065.331
2024-07-30,15:00,333-333-333,2052.231
2024-07-30,15:00,666-666-666,2034.057
2024-07-30,15:30,111-111-111,2065.988
2024-07-30,15:30,333-333-333,2053.109
2024-07-30,15:30,666-666-666,2034.788
2024-07-30,16:00,111-111-111,2066.837
2024-07-30,16:00,333-333-333,2053.441
2024-07-30,16:00,666-666-666,2035.067
2024-07-30,16:30,111-111-111,2067.17
2024-07-30,16:30,333-333-333,2054.103
