date,time,meter_ID,meter_value
2024-07-31,01:30,111-111-111,2074.793
2024-07-31,01:30,333-333-333,2062.132
2024-07-31,01:30,666-666-666,2041.382
2024-07-31,02:00,111-111-111,2075.579
2024-07-31,02:00,333-333-333,2062.653
2024-07-31,02:00,666-666-666,2042.0
2024-07-31,02:30,111-111-111,2076.532
2024-07-31,02:30,333-333-333,2063.595
2024-07-31,02:30,666-666-666,2042.906
2024-07-31,03:00,111-111-111,2076.999
2024-07-31,03:00,333-333-333,2063.767
2024-07-31,03:00,666-666-666,2043.437
2024-07-31,03:30,111-111-111,2077.811
2024-07-31,03:30,333-333-333,2064.008
2024-07-31,03:30,666-666-666,2044.333
2024-07-31,04:00,111-111-111,2078.449
2024-07-31,04:00,333-333-333,2064.616
2024-07-31,04:00,666-666-666,2044.607
2024-07-31,04:30,111-111-111,2078.555
2024-07-31,04:30,333-333-333,2065.102
2024-07-31,04:30,666-666-666,2044.806
2024-07-31,05:00,111-111-111,2078.574
2024-07-31,05:00,333-333-333,2065.617
2024-07-31,05:00,666-666-666,2045.625
2024-07-31,05:30,111-111-111,2079.055
2024-07-31,05:30,333-333-333,2065.651
2024-07-31,05:30,666-666-666,2046.098
2024-07-31,06:00,111-111-111,2079.389
2024-07-31,06:00,333-333-333,2066.561
2024-07-31,06:00,666-666-666,2046.36
2024-07-31,06:30,111-111-111,2079.799
2024-07-31,06:30,333-333-333,2067.43
2024-07-31,06:30,666-666-666,2047.032
2024-07-31,07:00,111-111-111,2080.718
2024-07-31,07:00,333-333-333,2068.074
2024-07-31,07:00,666-666-666,2047.773
2024-07-31,07:30,111-111-111,2081.498
2024-07-31,07:30,333-333-333,2068.224
2024-07-31,07:30,666-666-666,2048.205
2024-07-31,08:00,111-111-111,2081.675
2024-07-31,08:00,333-333-333,2069.076
2024-07-31,08:00,666-666-666,2048.655
2024-07-31,08:30,111-111-111,2081.767
2024-07-31,08:30,333-333-333,2069.703
2024-07-31,08:30,666-666-666,2049.055
