date,time,meter_ID,meter_value
2024-07-26,01:30,111-111-111,1959.282
2024-07-26,01:30,333-333-333,1941.173
2024-07-26,01:30,666-666-666,1931.042
2024-07-26,02:00,111-111-111,1960.194
2024-07-26,02:00,333-333-333,1941.607
2024-07-26,02:00,666-666-666,1931.493
2024-07-26,02:30,111-111-111,1960.448
2024-07-26,02:30,333-333-333,1942.176
2024-07-26,02:30,666-666-666,1931.82
2024-07-26,03:00,111-111-111,1960.511
2024-07-26,03:00,333-333-333,1942.624
2024-07-26,03:00,666-666-666,1932.428
2024-07-26,03:30,111-111-111,1960.816
2024-07-26,03:30,333-333-333,1943.2
2024-07-26,03:30,666-666-666,1933.368
2024-07-26,04:00,111-111-111,1961.642
2024-07-26,04:00,333-333-333,1943.285
2024-07-26,04:00,666-666-666,1934.255
2024-07-26,04:30,111-111-111,1962.602
2024-07-26,04:30,333-333-333,1943.833
2024-07-26,04:30,666-666-666,1934.295
2024-07-26,05:00,111-111-111,1962.74
2024-07-26,05:00,333-333-333,1944.789
2024-07-26,05:00,666-666-666,1934.843
2024-07-26,05:30,111-111-111,1963.065
2024-07-26,05:30,333-333-333,1945.778
2024-07-26,05:30,666-666-666,1935.72
2024-07-26,06:00,111-111-111,1963.695
2024-07-26,06:00,333-333-333,1945.897
2024-07-26,06:00,666-666-666,1936.415
2024-07-26,06:30,111-111-111,1964.42
2024-07-26,06:30,333-333-333,1946.482
2024-07-26,06:30,666-666-666,1936.52
2024-07-26,07:00,111-111-111,1965.017
2024-07-26,07:00,333-333-333,1946.764
2024-07-26,07:00,666-666-666,1936.732
2024-07-26,07:30,111-111-111,1965.161
2024-07-26,07:30,333-333-333,1947.664
2024-07-26,07:30,666-666-666,1937.103
2024-07-26,08:00,111-111-111,1965.777
2024-07-26,08:00,333-333-333,1948.101
2024-07-26,08:00,666-666-666,1937.567
2024-07-26,08:30,111-111-111,1966.347
2024-07-26,08:30,333-333-333,1948.712
2024-07-26,08:30,666-666-666,1938.083
2024-07-26,09:00,111-111-111,1966.802
2024-07-26,09:00,333-333-333,1948.973
2024-07-26,09:00,666-666-666,1938.981
2024-07-26,09:30,111-111-111,1967.6
2024-07-26,09:30,333-333-333,1949.929
2024-07-26,09:30,666-666-666,1939.978
2024-07-26,10:00,111-111-111,1968.058
2024-07-26,10:00,333-333-333,1950.795
2024-07-26,10:00,666-666-666,1940.153
2024-07-26,10:30,111-111-111,1968.693
2024-07-26,10:30,333-333-333,1951.692
2024-07-26,10:30,666-666-666,1940.419
2024-07-26,11:00,111-111-111,1969.567
2024-07-26,11:00,333-333-333,1952.064
2024-07-26,11:00,666-666-666,1941.348
2024-07-26,11:30,111-111-111,1970.044
2024-07-26,11:30,333-333-333,1952.206
2024-07-26,11:30,666-666-666,1942.161
2024-07-26,12:00,111-111-111,1970.8
2024-07-26,12:00,333-333-333,1952.379
2024-07-26,12:00,666-666-666,1942.612
2024-07-26,12:30,111-111-111,1971.127
2024-07-26,12:30,333-333-333,1952.441
2024-07-26,12:30,666-666-666,1943.042
2024-07-26,13:00,111-111-111,1971.816
2024-07-26,13:00,333-333-333,1953.17
2024-07-26,13:00,666-666-666,1943.836
2024-07-26,13:30,111-111-111,1972.225
2024-07-26,13:30,333-333-333,1953.959
2024-07-26,13:30,666-666-666,1944.437
2024-07-26,14:00,111-111-111,1972.711
2024-07-26,14:00,333-333-333,1954.043
2024-07-26,14:00,666-666-666,1945.021
2024-07-26,14:30,111-111-111,1973.242
2024-07-26,14:30,333-333-333,1954.406
2024-07-26,14:30,666-666-666,1945.098
2024-07-26,15:00,111-111-111,1973.688
2024-07-26,15:00,333-333-333,1954.443
2024-07-26,15:00,666-666-666,1945.853
2024-07-26,15:30,111-111-111,1973.69
2024-07-26,15:30,333-333-333,1954.793
2024-07-26,15:30,666-666-666,1945.873
2024-07-26,16:00,111-111-111,1974.133
2024-07-26,16:00,333-333-333,1955.606
2024-07-26,16:00,666-666-666,1946.482
2024-07-26,16:30,111-111-111,1974.385
2024-07-26,16:30,333-333-333,1955.843
2024-07-26,16:30,666-666-666,1946.555
2024-07-26,17:00,111-111-111,1974.745
2024-07-26,17:00,333-333-333,1956.642
2024-07-26,17:00,666-666-666,1946.833
2024-07-26,17:30,111-111-111,1975.4
2024-07-26,17:30,333-333-333,1957.0
2024-07-26,17:30,666-666-666,1947.562
